b3_issuer_code;b3_listing_segment;b3_sector;b3_segment;b3_subsector;cnpj;controlling_interest;cvm_code;founding_date;is_b3_listed;is_foreign;is_state_owned;main_activity;name;trade_name;website
CMGD;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;06.981.180/0001-16;state_owned;20303;2004-09-08;true;false;true;O Objetivo Da Companhia É Estudar. Planejar. Projetar. Construir. Operar E Explorar Sistemas de Distribuição E Comercialização de Energia Elétrica E Serviços Correlatos.;CEMIG DISTRIBUIÇÃO S/A;CEMIG DIST;http://www.cemig.infoinvest.com.br
CMGT;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;06.981.176/0001-58;state_owned;20320;2004-09-08;true;false;true;Realiza Atividades de Geração. Transmissão E Comercialização de Energia Elétrica E Serviços Correlatos Que Lhe Tenham Sido Ou Venham A Ser Concedidos.;CEMIG GERAÇÃO E TRANSMISSÃO S/A;CEMIG GT;http://ri.cemig.com.br
MDIA;NM;Consumo não Cíclico;Alimentos Diversos;Alimentos Processados;07.206.816/0001-15;private;20338;1961-01-01;true;false;false;Produção E Comercialização de Biscoitos. Massas. Farinha de Trigo E Farelo. Margarinas E Gorduras. Bolos. Snacks. Mistura Para Bolos E Torradas.;M. Dias Branco S.A. Indústria e Comércio de Alimentos;M. Dias Branco;http://www.mdiasbranco.com.br
PFRM;NM;Saúde;Medicamentos e Outros Produtos;Comércio e Distribuição;45.453.214/0001-51;private;20346;1961-01-01;true;false;false;Profarma Atua Na Distribuição de Produtos Farmacêuticos. Higiene Pessoal E Cosméticos. Nos Mais Populosos Estados Brasileiros.;Profarma Distribuidora de Produtos Farmacêuticos S.A.;Profarma;http://www.profarma.com.br
TESA;"";Consumo não Cíclico;Agricultura;Agropecuária;"";"";20354;"";true;false;"";- Produção E Comércio de Produtos Vegetais (soja. Milho E Algodão) - Industrialização E Comércio de Biocombustíveis. óleo Vegetal E Subprodutos;Terra Santa Agro S.A.;Terra Santa;http://www.terrasantaagro.com
POSI;NM;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;81.243.735/0001-48;private;20362;1972-01-01;true;false;false;Fabricação de Hardware.;Positivo Tecnologia S.A.;Positivo;http://www.positivoinformatica.com.br/ri
LPSB;NM;Financeiro;Intermediação Imobiliária;Exploração de Imóveis;08.078.847/0001-09;foreign;20370;2006-05-22;true;false;false;Intermediação Na Compra. Venda. Permuta E Locação de Imóveis Ou de Direitos E Obrigações A Eles Relativos.;LPS Brasil Consultoria de Imóveis S.A.;Lopes;http://www.lopes.com.br
ECOV;"";Bens Industriais;Exploração de Rodovias;Transporte;02.509.491/0001-26;private;20397;1998-05-01;true;false;false;Concessão E Exploração de Rodovias;CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA;ECOVIAS;http://www.ecovias.com.br
TCSA;NM;Consumo Cíclico;Incorporações;Construção Civil;08.065.557/0001-12;private;20435;2006-05-22;true;false;false;Incorporação. Compra E Venda de Imóveis Prontos E A Construir A Locação E Administração de Bens Imóveis. Construção de Imóveis E A Prestação de Serviço de Consultoria Imobiliaria.;Tecnisa S.A.;Tecnisa;http://www.tecnisa.com.br/ri
"";"";"";"";"";02.281.836/0001-37;private;20443;1998-01-01;false;"";false;"";TRANSNORDESTINA LOGISTICA SA;TRANSNORDESTINA LOGISTICA SA;""
RDNI;NM;Consumo Cíclico;Incorporações;Construção Civil;67.010.660/0001-24;private;20451;1949-01-01;true;false;false;"(i) A Compra E Venda de Imóveis; (ii) O Desmembramento Ou Loteamento de Terrenos; (iii) A Incorporação Imobiliária Ou Construção de Imóveis Destinados à Venda; (iv) A Prestação de Serviços A Terceiros";RNI Negócios Imobiliários S.A.;RNI;http://rni.com.br/
PDGR;NM;Consumo Cíclico;Incorporações;Construção Civil;02.950.811/0001-89;private;20478;2003-01-01;true;false;false;"";PDG Realty S.A. Empreendimentos e Participações;PDG Realty;http://www.pdg.com.br
IGTA;"";Financeiro;Exploração de Imóveis;Exploração de Imóveis;51.218.147/0001-93;private;20494;1979-05-23;true;false;false;Empresa Full Service No Setor de Shopping Centers. Suas Atividades Englobam A Concepção. O planejamento. O Desenvolvimento E A Administração de Shopping Centers Regionais E Complexos imobiliários.;Iguatemi Empresa de Shopping Centers S.A.;Iguatemi;http://www.iguatemi.com.br
SMTO;NM;Consumo não Cíclico;Açucar e Álcool;Alimentos Processados;51.466.860/0001-56;private;20516;1937-07-14;true;false;false;Fabricação E Comércio de Açúcar. álcool E Derivados.;São Martinho S.A.;São Martinho;http://www.saomartinho.com.br
EVEN;NM;Consumo Cíclico;Incorporações;Construção Civil;43.470.988/0001-65;private;20524;2002-01-01;true;false;false;Construção. Incorporação E Loteamento.;Even Construtora e Incorporadora S.A.;Even;http://www.even.com.br
SANB;"";Financeiro;Bancos;Intermediários Financeiros;90.400.888/0001-42;foreign_holding;20532;1985-08-09;true;false;false;Banco Múltiplo Com Carteira Comercial;Banco Santander (Brasil) S.A.;Banco Santander;http://www.santander.com.br
CPRE;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;08.439.659/0001-50;private;20540;2006-10-02;true;false;false;Geração de Energias Renováveis.;CPFL ENERGIAS RENOVÁVEIS S.A.;CPFL RENOVAV;http://www.cpflrenovaveis.com.br
PINE;N2;Financeiro;Bancos;Intermediários Financeiros;62.144.175/0001-20;private;20567;1997-05-01;true;false;false;Banco Regional Brasileiro. de Capital Aberto. Que Há Mais de Vinte Anos Destaca-se em Financiar E Assessorar Grandes E Médias Empresas.;BANCO PINE S/A;PINE;http://www.pine.com
JBSS;NM;Consumo não Cíclico;Carnes e Derivados;Alimentos Processados;02.916.265/0001-60;private;20575;1953-01-01;true;false;false;"";JBS SA;JBS;http://www.jbs.com.br
JHSF;NM;Consumo Cíclico;Incorporações;Construção Civil;08.294.224/0001-65;private;20605;2006-06-29;true;false;false;Empresa Que Investe No Brasil em Negócios Voltados A Atender O Público de Alta Renda. Focada No Desenvolvimento E Administração de Projetos de Shopping Centers. Hotéis E E Restaurantes E Incorporação.;JHSF Participações S.A.;JHSF;http://ri.jhsf.com.br/
FRIO;NM;Bens Industriais;Máquinas e Equipamentos Industriais;Máquinas e Equipamentos;04.821.041/0001-08;private_holding;20613;1960-01-01;true;false;false;Fabricação E Comercialiazação de Geladeiras E Similares. de Máquinas de Vendas Automáticas. Componentes E Peças;Metalfrio Solutions S.A.;Metalfrio;http://www.metalfrio.com.br
FHER;NM;Materiais Básicos;Fertilizantes e Defensivos;Químicos;22.266.175/0001-88;private;20621;1968-09-15;true;false;false;Produção. Comercialização E Distribuição de Fertilizantes. Com Atuação Nacional.;Fertilizantes Heringer S.A.;Fertilizantes Heringer;http://www.heringer.com.br
CRDE;"";Consumo Cíclico;Incorporações;Construção Civil;07.820.907/0001-46;private;20630;2006-01-10;true;false;false;Incorporação Imobiliária;CR2 Empreendimentos Imobiliários S.A.;CR2;http://www.cr2.com.br
CEED;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;08.467.115/0001-00;state_owned;20648;2006-12-01;true;false;true;Prestação de Serviços de Natureza Pública Ou Privada. No Setor de Distribuição de Energia elétrica.;Companhia Estadual de Distribuição de Energia Elétrica;CEEE D;http://www.ceee.com.br
VIVR;NM;Consumo Cíclico;Incorporações;Construção Civil;67.571.414/0001-41;foreign_holding;20702;1992-02-06;true;false;false;Construção. Incorporação. Aquisição de Créditos Com Lastro em Ativos Imobiliários. Obras Paradas. Vendas. Repasse. Cobrança. Assistência Técnica. Negociação de Dívidas E Processos Judiciais.;Viver Incorporadora e Construtora S.A.;Viver;http://www.viver.com.vc
LOGN;NM;Bens Industriais;Transporte Hidroviário;Transporte;42.278.291/0001-24;private;20710;1988-07-31;true;false;false;A Log-in Oferece Soluções Logísticas Integradas Através Do Transporte Marítimo em Navios Porta-contêineres. Terminal Portuário. Terminais Intermodais E Transporte Rodoviário de Curta Distância.;Log-In Logística Intermodal S.A.;Log-In;http://www.loginlogistica.com.br
PRBC;"";Financeiro;Bancos;Intermediários Financeiros;14.388.334/0001-99;private;20729;1979-01-01;true;false;false;Banco Múltiplo Com Carteira de Crédito. Financiamento E Investimentos.;PARANA BANCO S.A.;PARANA;http://www.paranabanco.com.br
SLCE;NM;Consumo não Cíclico;Agricultura;Agropecuária;89.096.457/0001-55;private;20745;1977-07-21;true;false;false;Produção E Comercialização de Algodão. Soja. Milho. Entre Outros.;SLC Agrícola S.A.;SLC Agrícola;http://www.slcagricola.com.br
EZTC;NM;Consumo Cíclico;Incorporações;Construção Civil;08.312.229/0001-73;private;20770;1979-02-15;true;false;false;(a) Incorporação E Comercialização de Empreendimentos Imobiliários de Qualquer Natureza. (b) Administração E Locação de Imóveis Prórpios. (c) Loteamento de Terrenos. (d) Construção de Condomínios ...;EZTEC Empreendimentos e Participações S.A.;EZTEC;http://www.eztec.com.br/ri
MRFG;NM;Consumo não Cíclico;Carnes e Derivados;Alimentos Processados;03.853.896/0001-40;private;20788;2000-04-06;true;false;false;Produção E Distribuição de Alimentos à Base de Carne Bovina. Suína. Ovina E Avícola. In Natura. Elaborados E Processados. Couros Semi-terminados E Terminados. Além de Outros Produtos Alimentícios.;Marfrig Global Foods S.A.;Marfrig;http://www.marfrig.com.br
"";"";"";"";"";62.232.889/0001-90;private;20796;1968-08-05;false;"";false;"";BANCO DAYCOVAL S.A.;BANCO DAYCOVAL S.A.;""
TGMA;NM;Bens Industriais;Transporte Rodoviário;Transporte;02.351.144/0001-18;private;20800;1998-01-05;true;false;false;Prestação de Serviços de Logística Para A Indústria Automotiva. Gerenciamento de Estoques E Pátios. Atividades de Armazém Geral. Pdi. Dentre Outras.;Tegma Gestão Logística S.A.;Tegma;http://www.tegma.com.br
"";"";"";"";"";08.769.451/0001-08;private;20818;2007-03-05;false;"";false;"";VIRGO COMPANHIA DE SECURITIZAÇÃO;VIRGO COMPANHIA DE SECURITIZAÇÃO;""
HBOR;NM;Consumo Cíclico;Incorporações;Construção Civil;49.263.189/0001-02;private;20877;1977-01-01;true;false;false;Incorporação de Imoveis;Helbor Empreendimentos S.A.;Helbor;http://www.helbor.com.br
MRVE;NM;Consumo Cíclico;Incorporações;Construção Civil;08.343.492/0001-20;private;20915;2006-05-31;true;false;false;Atividades de Incorporação E Construção;MRV ENGENHARIA E PARTICIPAÇÕES S/A;MRV;http://www.mrv.com.br
BEEF;NM;Consumo não Cíclico;Carnes e Derivados;Alimentos Processados;67.620.377/0001-14;private;20931;1992-01-01;true;false;false;Líder Na América Do Sul Na Exportação de Carne Bovina In Natura E Seus Derivados. E Que Atua Também No Segmento de Processados.;Minerva S.A.;Minerva;http://www.minervafoods.com/ri
ABCB;N2;Financeiro;Bancos;Intermediários Financeiros;28.195.667/0001-06;foreign;20958;1983-12-27;true;false;false;O Banco Tem Por Objeto A Prática de Operações Ativas. Passivas E Acessórias Inerentes às Respectivas Carteiras Autorizadas Pelo Banco Central Do Brasil.;Banco ABC Brasil S.A.;Banco ABC Brasil;http://www.abcbrasil.com.br
SGPS;NM;Consumo Cíclico;Fios e Tecidos;Tecidos, Vestuário e Calçados;07.718.269/0001-57;private_holding;20966;2005-11-24;true;false;false;"";SPRINGS GLOBAL PARTICIPAÇÕES S/A;SPRINGS;http://www.springs.com
MULT;N2;Financeiro;Exploração de Imóveis;Exploração de Imóveis;07.816.890/0001-53;private;20982;2005-12-30;true;false;false;Administração de Shopping Centers;Multiplan Empreendimentos Imobiliários S.A.;Multiplan;http://ri.multiplan.com.br/
BTOW;NM;Consumo Cíclico;Produtos Diversos;Comércio;00.776.574/0001-56;private;20990;2006-12-13;true;false;false;Comércio Varejista E Atacadista em Geral de Quaisquer Bens E Serviços Por Meio de Diversos Meios. em Especial. Da Internet E de Lojas Físicas. Sem Restrição A Outros Meios.;Americanas S.A.;Americanas;http://www.b2wdigital.com
GSHP;"";Financeiro;Exploração de Imóveis;Exploração de Imóveis;08.764.621/0001-53;private;21008;2006-03-06;true;false;false;Administração de Shopping Centers;General Shopping & Outlets do Brasil S.A.;General Shopping & Outlets;http://www.generalshopping.com.br
YDUQ;NM;Consumo Cíclico;Serviços Educacionais;Diversos;08.807.432/0001-10;private;21016;2007-03-31;true;false;false;Desenvolve Principalmente Nas áreas de Educação de Nível Superior. Nas Modalidades Presencial E A Distância. Educação Profissional E/ou Outras áreas Associadas à Educação.;YDUQS Participações S.A.;YDUQS;http://www.estacioparticipacoes.com.br
VOES;"";Bens Industriais;Exploração de Rodovias;Transporte;02.415.408/0001-50;private;21024;1998-03-04;true;false;false;Concessão de Rodovias.;CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA;VIAOESTE;http://www.viaoeste.com.br
ALGT;"";Comunicações;Telecomunicações;Telecomunicações;71.208.516/0001-74;private_holding;21032;2004-01-01;true;false;false;Serviços de Telecomunicações em Geral;ALGAR TELECOM S/A;ALGAR TELEC;http://www.algartelecom.com.br
SYNE;NM;Financeiro;Exploração de Imóveis;Exploração de Imóveis;08.801.621/0001-86;private;21040;2007-04-11;true;false;false;Incorporação de Empreendimentos Imobiliários;SYN Prop & Tech S.A.;SYN;http://www.ccpsa.com.br
MDNE;NM;Consumo Cíclico;Incorporações;Construção Civil;12.049.631/0001-84;private;21067;1983-01-01;true;false;false;Compra E Venda de Imóveis. Locação. Desmembramento Ou Loteamento de Terrenos. incorporação Imobiliária Ou Construção de Imóveis Destinados à Venda. Participação em Outras sociedades.;Moura Dubeux Engenharia S.A.;Moura Dubeux;""
"";"";"";"";"";08.937.002/0001-13;private;21075;2007-06-06;false;"";false;"";VISION SECURITIZADORA S.A.;VISION SECURITIZADORA;""
DXCO;NM;Materiais Básicos;Madeira;Madeira e Papel;97.837.181/0001-47;private;21091;1962-01-25;true;false;false;Fabricação. Comércio. Importação E Exportação de Produtos Derivados de Madeira. de Produtos de Metais E Materiais Cerâmicos;Duratex S.A.;Duratex;http://www.dex.co
SULA;N2;Financeiro;Seguradoras;Previdência e Seguros;29.978.814/0001-87;private;21121;1978-03-13;true;false;false;A Sul América S.A. É Uma Sociedade de Participação E Suas Controladas Atuam Nos Setores de Seguros. Previdência Complementar. Administração de Recursos E Assistência à Saúde.;Sul América S.A.;SulAmérica;http://www.sulamerica.com.br
TRIS;NM;Consumo Cíclico;Incorporações;Construção Civil;08.811.643/0001-27;private;21130;2007-04-01;true;false;false;Incorporadora E Construtora;Trisul S.A.;Trisul;http://www.trisul-sa.com.br/ri
TEND;NM;Consumo Cíclico;Incorporações;Construção Civil;71.476.527/0001-35;private;21148;1994-01-01;true;false;false;"";Construtora Tenda S.A.;Construtora Tenda;http://www.tenda.com
JMCD;"";Consumo não Cíclico;Alimentos Diversos;Alimentos Processados;14.998.371/0001-19;private;21156;1982-01-01;true;false;false;Industrialização de Massas Alimentícias. Farinhas. Misturas Para Bolo Domésticas. Biscoitos. Sobremesas E Derivados de Trigo.;J.MACEDO S/A;J.MACEDO;http://www.jmacedo.com.br
BBRK;NM;Financeiro;Intermediação Imobiliária;Exploração de Imóveis;08.613.550/0001-98;private;21180;2007-01-16;true;false;false;Participação em Outras Sociedades Que Atuem No Setor Imobiliário.;Brasil Brokers Participações S.A.;Brasil Brokers;http://www.brbrokers.com.br
BPAN;N1;Financeiro;Bancos;Intermediários Financeiros;59.285.411/0001-13;private;21199;1991-01-01;true;false;false;Banco Múltiplo Com Carteira Comercial;Banco PAN S.A.;Banco Pan;http://www.bancopan.com.br
"";"";"";"";"";32.681.371/0001-72;private;21202;2003-01-01;false;"";false;"";VIX LOGÍSTICA S/A;VIX LOGÍSTICA S/A;""
ENEV;NM;Utilidade Pública;Energia Elétrica;Energia Elétrica;04.423.567/0001-21;private;21237;2001-04-25;true;false;false;Empresa de Recursos Naturais E de Geração de Energia Elétrica. Integração Vertical Na Geração de Energia Elétrica.;Eneva S.A.;Eneva;http://www.eneva.com.br
NUTR;MA;Materiais Básicos;Fertilizantes e Defensivos;Químicos;51.128.999/0001-90;private;21334;1979-01-01;true;false;false;Industria E Comércio de Fertilizantes Para Agricultura.;NUTRIPLANT INDUSTRIA E COMÉRCIO S/A;NUTRIPLANT;http://www.nutriplant.com.br/ri
OSXB;NM;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços;Petróleo, Gás e Biocombustíveis;09.112.685/0001-32;private_holding;21342;2007-07-03;true;false;false;Equipamentos E Serviços Para A Indústria Offshore de Petróleo E Gás Natural.;OSX BRASIL S.A.;OSX BRASIL;http://www.osx.com.br
DIRR;NM;Consumo Cíclico;Incorporações;Construção Civil;16.614.075/0001-00;private;21350;1981-01-01;true;false;false;Incorporação. Construção E Comercialização de Imóveis Próprios Ou de Terceiros E Prestação de Serviços de Engenharia.;Direcional Engenharia S.A.;Direcional;http://www.direcional.com.br/ri
GPAR;"";Utilidade Pública;Energia Elétrica;Energia Elétrica;08.560.444/0001-93;state_owned_holding;21393;2006-12-04;true;false;true;Participação em Outras Sociedades Como Acionista Ou Sócio-cotista E. Ainda. A Explotação Direta Ou Indireta de Serviços de Energia Elétrica.;Companhia CELG de Participações S.A.;CELGPAR;http://ricelgpar.celggt.com/
HYPE;NM;Saúde;Medicamentos e Outros Produtos;Comércio e Distribuição;02.932.074/0001-91;private;21431;2002-01-01;true;false;false;Fabricacão de Medicamentos Alopáticos Para Uso Humano;Hypera S.A.;Hypera;http://www.hypermarcas.com.br
LLIS;NM;Consumo Cíclico;Tecidos, Vestuário e Calçados;Comércio;49.669.856/0001-43;private;21440;1982-01-01;true;false;false;"(a) Confecção de Produtos em Geral. Através de Terceiros; (b) Importação E Exportação; (c) Exploração de Comércio E Indústria de Confecção de Produtos em Geral.";RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA;LE LIS BLANC;http://www.lelis.com.br
"";"";"";"";"";62.307.848/0001-15;foreign;21466;1968-09-12;false;"";false;"";BANCO RCI BRASIL S.A.;CIA DE ARREND MERCANTIL RCI BRASIL;""
ALUP;N2;Utilidade Pública;Energia Elétrica;Energia Elétrica;08.364.948/0001-38;private;21490;2006-09-27;true;false;false;"A Participação em Outras Sociedades Atuantes Nos Setores de Energia E Infra-estrutura. No Brasil Ou No Exterior; A Geração. Transformação. Transporte. A Distribuiçãoe O Comércio de Energia.";Alupar Investimento S.A.;Alupar;http://www.alupar.com.br
"";"";"";"";"";09.439.783/0001-89;private;21512;2008-01-14;false;"";false;"";ÁQUILLA SECURITIZADORA SA;ÁQUILLA SECURITIZADORA SA;""
"";"";"";"";"";08.935.054/0001-50;private_holding;21520;2007-05-21;false;"";false;"";MULTINER S/A;MULTINER;""
